Transaction_ID,Date,Customer_ID,Gender,Age,Product_Category,Product,Quantity,Unit_Price,Total_Sales,Payment_Method,City
T0505,2025-06-14,C378,Female,26.0,Electronics,Smartwatch,1,46373.45,46373.45,Cash,Pune
T0506,2025-04-05,C235,Female,41.0,Beauty,Shampoo,1,1889.21,1889.21,Debit Card,Bengaluru
T0507,2025-07-06,C472,Female,52.0,Home & Kitchen,Mixer,5,9378.46,46892.3,Credit Card,Bengaluru
T0508,2025-10-29,C345,Male,31.0,Beauty,Moisturizer,2,3432.18,6864.36,Debit Card,Hyderabad
T0509,2025-07-28,C325,Male,32.0,Home & Kitchen,Blender,2,3565.5,7131.0,Cash,Hyderabad
T0510,2025-10-07,C360,Female,21.0,Beauty,Face Wash,3,1161.5,3484.5,Debit Card,Bengaluru
T0511,2025-02-11,C403,Male,36.0,Home & Kitchen,Air Fryer,1,8170.89,8170.89,Net Banking,Delhi
T0512,2025-12-02,C262,Female,29.0,Electronics,Smartwatch,3,13898.92,41696.76,Credit Card,Hyderabad
T0513,2025-08-14,C276,Female,25.0,Clothing,Shoes,1,948.79,948.79,Cash,Bengaluru
T0514,2025-06-08,C157,Female,18.0,Electronics,Headphones,2,17081.65,34163.3,Credit Card,Pune
T0515,2025-11-30,C457,Female,46.0,Beauty,Face Wash,2,463.7,927.4,Credit Card,Bengaluru
T0516,2025-01-22,C306,Male,49.0,Beauty,Shampoo,1,2915.93,2915.93,Net Banking,Mumbai
T0517,2025-12-31,C223,Female,41.0,Electronics,Smartwatch,5,23382.85,116914.25,Debit Card,Pune
T0518,2025-07-25,C298,Female,41.0,Beauty,Face Wash,2,2455.15,4910.3,UPI,Pune
T0519,2025-02-13,C198,Male,32.0,Groceries,Biscuits,4,734.15,2936.6,Net Banking,Chennai
T0520,2025-12-01,C143,Male,27.0,Beauty,Perfume,3,3163.32,9489.96,Net Banking,Chennai
T0521,2025-07-20,C385,Female,41.0,Electronics,Smartwatch,5,37418.74,187093.7,UPI,Delhi
T0522,2025-03-13,C347,Male,31.0,Clothing,T-Shirt,5,1741.5,8707.5,Cash,Mumbai
T0523,2025-04-09,C120,Female,29.0,Home & Kitchen,Blender,2,10571.89,21143.78,Debit Card,Hyderabad
T0524,2025-12-06,C426,Female,32.0,Clothing,T-Shirt,1,2714.87,2714.87,Net Banking,Chennai
T0525,2025-10-03,C173,Male,38.0,Electronics,Headphones,1,37777.43,37777.43,Cash,Chennai
T0526,2025-07-07,C186,Female,42.0,Home & Kitchen,Cookware,1,9517.93,9517.93,Cash,Pune
T0527,2025-04-25,C126,Male,22.0,Groceries,Coffee,2,823.46,1646.92,Debit Card,Pune
T0528,2025-02-08,C368,Male,22.0,Beauty,Face Wash,1,416.7,416.7,Debit Card,Bengaluru
T0529,2025-08-18,C469,Female,30.0,Clothing,Jacket,1,2695.42,2695.42,Cash,Hyderabad
T0530,2025-09-20,C367,Male,37.0,Home & Kitchen,Air Fryer,2,2233.28,4466.56,Net Banking,Mumbai
T0531,2025-02-15,C409,Female,35.0,Electronics,Smartwatch,2,55389.64,110779.28,UPI,Pune
T0532,2025-04-28,C360,Male,47.0,Electronics,Smartphone,3,25230.32,75690.96,UPI,Delhi
T0533,2025-08-23,C467,Male,38.0,Clothing,Jacket,3,2248.9,6746.7,Credit Card,Hyderabad
T0534,2025-02-04,C386,Female,18.0,Groceries,Biscuits,1,315.79,315.79,UPI,Chennai
T0535,2025-02-16,C281,Female,28.0,Beauty,Face Wash,5,200.71,1003.55,Cash,Bengaluru
T0536,2025-06-18,C430,Female,40.0,Electronics,Laptop,3,15038.48,45115.44,UPI,Pune
T0537,2025-01-04,C232,Male,25.0,Clothing,Jeans,1,4215.92,4215.92,Credit Card,Mumbai
T0538,2025-10-18,C108,Male,37.0,Electronics,Headphones,2,53339.48,106678.96,Debit Card,Mumbai
T0539,2025-01-16,C455,Male,31.0,Clothing,Shoes,4,2679.72,10718.88,Debit Card,Chennai
T0540,2025-02-08,C232,Female,22.0,Beauty,Face Wash,1,3770.36,3770.36,Debit Card,Bengaluru
T0541,2025-09-14,C483,Female,34.0,Beauty,Moisturizer,1,3775.34,3775.34,Credit Card,Bengaluru
T0542,2025-03-27,C119,Male,35.0,Groceries,Coffee,3,137.21,411.63,Credit Card,Delhi
T0543,2025-06-04,C493,Female,27.0,Groceries,Coffee,3,1429.76,4289.28,Net Banking,Mumbai
T0544,2025-09-15,C280,Male,50.0,Groceries,Rice,2,579.19,1158.38,Net Banking,Mumbai
T0545,2025-12-30,C195,Female,28.0,Clothing,Jacket,3,5480.46,16441.38,Debit Card,Mumbai
T0546,2025-01-22,C272,Male,18.0,Home & Kitchen,Cookware,1,6390.08,6390.08,Credit Card,Hyderabad
T0547,2025-08-08,C279,Male,35.0,Electronics,Smartphone,2,39464.65,78929.3,UPI,Hyderabad
T0548,2025-07-16,C142,Male,29.0,Clothing,T-Shirt,3,5036.7,15110.1,Debit Card,Bengaluru
T0549,2025-09-23,C448,Male,44.0,Home & Kitchen,Blender,1,2315.46,2315.46,Debit Card,Delhi
T0550,2025-03-08,C492,Female,18.0,Beauty,Perfume,4,3819.18,15276.72,Credit Card,Mumbai
T0551,2025-11-29,C427,Male,46.0,Beauty,Perfume,4,2319.92,9279.68,Credit Card,Hyderabad
T0552,2025-07-27,C210,Female,48.0,Electronics,Smartphone,2,25180.36,50360.72,UPI,Hyderabad
T0553,2025-05-14,C125,Female,37.0,Clothing,Shoes,1,825.08,825.08,Net Banking,Chennai
T0554,2025-04-02,C279,Female,41.0,Beauty,Shampoo,3,845.52,2536.56,Debit Card,Hyderabad
T0555,2025-01-06,C380,Female,19.0,Beauty,Moisturizer,1,3835.54,3835.54,Net Banking,Pune
T0556,2025-12-04,C166,Female,24.0,Groceries,Rice,1,956.89,956.89,Net Banking,Bengaluru
T0557,2025-11-05,C126,Female,50.0,Beauty,Perfume,2,3406.27,6812.54,Net Banking,Mumbai
T0558,2025-05-31,C375,Female,20.0,Electronics,Smartphone,2,58867.47,117734.94,Cash,Mumbai
T0559,2025-06-26,C137,Female,42.0,Beauty,Moisturizer,3,3492.41,10477.23,Debit Card,Bengaluru
T0560,2025-12-09,C410,Female,32.0,Home & Kitchen,Air Fryer,2,5250.96,10501.92,Cash,Chennai
T0561,2025-12-18,C258,Male,24.0,Beauty,Face Wash,3,2038.45,6115.35,Debit Card,Bengaluru
T0562,2025-10-28,C188,Male,18.0,Electronics,Smartphone,2,36780.53,73561.06,Debit Card,Bengaluru
T0563,2025-10-14,C121,Female,18.0,Clothing,Shoes,3,3620.65,10861.95,Net Banking,Pune
T0564,2025-04-02,C128,Male,34.0,Electronics,Headphones,1,55421.9,55421.9,Credit Card,Hyderabad
T0565,2025-03-16,C242,Female,38.0,Clothing,Jeans,1,1002.2,1002.2,Debit Card,Pune
T0566,2025-08-29,C472,Male,28.0,Home & Kitchen,Mixer,1,7770.21,7770.21,Net Banking,Chennai
T0567,2025-08-14,C321,Male,29.0,Electronics,Smartwatch,1,38580.87,38580.87,Debit Card,Hyderabad
T0568,2025-12-02,C336,Female,18.0,Home & Kitchen,Mixer,2,2742.87,5485.74,,Bengaluru
T0569,2025-02-08,C387,Female,46.0,Electronics,Smartphone,1,51240.12,51240.12,Credit Card,Delhi
T0570,2025-11-25,C115,Female,46.0,Electronics,Smartwatch,2,8759.67,17519.34,UPI,Pune
T0571,2025-01-13,C360,Female,53.0,Electronics,Laptop,3,43311.46,129934.38,Net Banking,Bengaluru
T0572,2025-07-10,C466,Female,18.0,Groceries,Biscuits,1,986.65,986.65,UPI,Delhi
T0573,2025-09-25,C137,Female,25.0,Groceries,Biscuits,4,790.08,3160.32,Cash,Hyderabad
T0574,2025-10-06,C203,Female,26.0,Beauty,Perfume,1,1760.59,1760.59,Net Banking,Pune
T0575,2025-06-02,C113,Female,25.0,Clothing,Jacket,1,1503.52,1503.52,Cash,Bengaluru
T0576,2025-12-06,C292,Male,20.0,Home & Kitchen,Cookware,1,3034.37,3034.37,Debit Card,Delhi
T0577,2025-11-20,C115,Male,21.0,Home & Kitchen,Air Fryer,3,10974.56,32923.68,Cash,Chennai
T0578,2025-11-01,C244,Male,23.0,Electronics,Headphones,5,27587.17,137935.85,Debit Card,Bengaluru
T0579,2025-06-04,C110,Female,32.0,Beauty,Moisturizer,1,3463.05,3463.05,Cash,Hyderabad
T0580,2025-12-03,C274,Female,32.0,Clothing,Jacket,4,2304.88,9219.52,Debit Card,Bengaluru
T0581,2025-03-31,C276,Male,39.0,Home & Kitchen,Cookware,4,2251.49,9005.96,Debit Card,Chennai
T0582,2025-04-19,C485,Male,23.0,Beauty,Moisturizer,1,3462.32,3462.32,Cash,Chennai
T0583,2025-02-10,C223,Male,27.0,Home & Kitchen,Blender,4,5032.39,20129.56,Credit Card,Pune
T0584,2025-07-06,C483,Male,48.0,Electronics,Laptop,2,38047.05,76094.1,Debit Card,Pune
T0585,2025-11-13,C195,Male,28.0,Home & Kitchen,Air Fryer,2,8673.68,17347.36,Cash,Mumbai
T0586,2025-03-20,C170,Male,36.0,Clothing,Jeans,1,2293.59,2293.59,Credit Card,Mumbai
T0587,2025-09-13,C322,Female,28.0,Home & Kitchen,Cookware,3,5142.28,15426.84,UPI,Pune
T0588,2025-12-15,C198,Female,33.0,Electronics,Laptop,2,26574.0,53148.0,Net Banking,Pune
T0589,2025-03-30,C156,Female,28.0,Electronics,Laptop,2,31465.86,62931.72,Net Banking,Mumbai
T0590,2025-09-29,C406,Female,23.0,Groceries,Rice,3,357.91,1073.73,UPI,Chennai
T0591,2025-03-22,C425,Male,38.0,Electronics,Smartwatch,2,24684.44,49368.88,Cash,Chennai
T0592,2025-07-04,C422,Male,21.0,Electronics,Smartphone,1,29772.15,29772.15,Debit Card,Mumbai
T0593,2025-04-07,C101,Female,38.0,Clothing,Jacket,4,4475.32,17901.28,Cash,Mumbai
T0594,2025-06-10,C384,Female,39.0,Groceries,Coffee,1,1136.52,1136.52,UPI,Mumbai
T0595,2025-04-23,C113,Female,27.0,Beauty,Shampoo,3,1243.13,3729.39,Credit Card,Delhi
T0596,2025-03-20,C246,Male,26.0,Groceries,Rice,2,1039.33,2078.66,Debit Card,Delhi
T0597,2025-10-23,C170,Female,32.0,Clothing,Jeans,2,5927.93,11855.86,Credit Card,Hyderabad
T0598,2025-10-12,C434,Male,29.0,Beauty,Shampoo,2,3479.11,6958.22,Debit Card,Mumbai
T0599,2025-07-04,C416,Male,31.0,Clothing,Jacket,1,2854.85,2854.85,Net Banking,Delhi
T0600,2025-02-11,C198,Male,18.0,Home & Kitchen,Air Fryer,3,9032.73,27098.19,Credit Card,Bengaluru
T0601,2025-02-25,C475,Male,20.0,Electronics,Laptop,3,14369.89,43109.67,,Mumbai
T0602,2025-12-07,C298,Male,25.0,Clothing,Jacket,3,735.07,2205.21,UPI,Chennai
T0603,2025-01-26,C436,Female,23.0,Electronics,Headphones,2,33108.27,66216.54,UPI,Mumbai
T0604,2025-01-23,C491,Female,34.0,Clothing,Shoes,4,5007.94,20031.76,Net Banking,Mumbai
T0605,2025-03-22,C240,Female,51.0,Clothing,Jeans,3,1568.5,4705.5,UPI,Mumbai
T0606,2025-07-30,C490,Male,18.0,Electronics,Laptop,1,28877.88,28877.88,UPI,Bengaluru
T0607,2025-03-10,C417,Female,39.0,Groceries,Biscuits,4,244.47,977.88,Credit Card,Hyderabad
T0608,2025-02-03,C197,Male,40.0,Groceries,Coffee,3,972.56,2917.68,UPI,Chennai
T0609,2025-06-29,C324,Female,34.0,Clothing,Shoes,3,3590.25,10770.75,Credit Card,Bengaluru
T0610,2025-07-28,C197,Female,32.0,Clothing,Jeans,3,2601.68,7805.04,Debit Card,Bengaluru
T0611,2025-10-11,C309,Female,31.0,Home & Kitchen,Air Fryer,2,9280.21,18560.42,Debit Card,Bengaluru
T0612,2025-01-13,C371,Male,36.0,Clothing,Jeans,2,3345.11,6690.22,Cash,Delhi
T0613,2025-02-10,C444,Female,34.0,Clothing,T-Shirt,2,978.89,1957.78,UPI,Hyderabad
T0614,2025-11-14,C237,Female,37.0,Groceries,Rice,1,767.08,767.08,UPI,Hyderabad
T0615,2025-12-31,C374,Female,33.0,Groceries,Coffee,4,866.67,3466.68,Cash,Pune
T0616,2025-06-06,C323,Female,46.0,Groceries,Coffee,1,1344.14,1344.14,Credit Card,Chennai
T0617,2025-09-28,C347,Male,39.0,Beauty,Moisturizer,1,1176.84,1176.84,Credit Card,Mumbai
T0618,2025-12-04,C281,Male,32.0,Clothing,T-Shirt,3,1939.63,5818.89,Credit Card,Hyderabad
T0619,2025-12-29,C149,Male,45.0,Clothing,Jacket,3,2380.17,7140.51,Credit Card,Chennai
T0620,2025-10-29,C456,Female,33.0,Beauty,Moisturizer,5,2568.2,12841.0,Net Banking,Delhi
T0621,2025-05-28,C436,Male,43.0,Electronics,Smartphone,2,40198.62,80397.24,UPI,Delhi
T0622,2025-01-26,C221,Male,18.0,Home & Kitchen,Cookware,1,3998.6,3998.6,Cash,Chennai
T0623,2025-09-26,C178,Female,21.0,Beauty,Moisturizer,4,2195.19,8780.76,Credit Card,Mumbai
T0624,2025-03-07,C334,Male,18.0,Clothing,T-Shirt,1,505.19,505.19,Net Banking,Hyderabad
T0625,2025-11-18,C200,Female,34.0,Beauty,Shampoo,2,2978.75,5957.5,Debit Card,Bengaluru
T0626,2025-12-22,C378,Female,22.0,Beauty,Face Wash,2,2089.56,4179.12,Cash,Mumbai
T0627,2025-09-19,C184,Male,18.0,Home & Kitchen,Cookware,2,10356.39,20712.78,Net Banking,Chennai
T0628,2025-05-23,C292,Male,45.0,Groceries,Cooking Oil,2,1046.15,2092.3,Credit Card,Pune
T0629,2025-11-24,C206,Female,31.0,Groceries,Rice,3,1267.87,3803.61,Net Banking,Chennai
T0630,2025-02-03,C269,Female,18.0,Clothing,Shoes,1,1009.93,1009.93,Credit Card,Hyderabad
T0631,2025-12-20,C206,Male,33.0,Electronics,Headphones,2,39230.33,78460.66,UPI,Mumbai
T0632,2025-11-26,C454,Female,18.0,Clothing,T-Shirt,1,1167.78,1167.78,Net Banking,Chennai
T0633,2025-07-31,C212,Female,18.0,Home & Kitchen,Blender,1,8926.54,8926.54,Cash,Pune
T0634,2025-08-30,C442,Male,23.0,Clothing,Shoes,2,5208.01,10416.02,Cash,Bengaluru
T0635,2025-07-08,C144,Female,18.0,Beauty,Moisturizer,3,3378.38,10135.14,Cash,Bengaluru
T0636,2025-02-20,C366,Female,21.0,Clothing,Jeans,2,4573.65,9147.3,Net Banking,Delhi
T0637,2025-11-09,C344,Female,29.0,Groceries,Rice,2,186.35,372.7,Cash,Bengaluru
T0638,2025-02-01,C334,Female,18.0,Home & Kitchen,Cookware,2,9386.84,18773.68,UPI,Chennai
T0639,2025-08-14,C184,Male,41.0,Clothing,T-Shirt,1,2819.42,2819.42,Debit Card,Bengaluru
T0640,2025-03-13,C481,Female,27.0,Groceries,Coffee,3,577.28,1731.84,Cash,Pune
T0641,2025-08-17,C450,Male,45.0,Clothing,Jacket,1,3969.24,3969.24,Credit Card,Chennai
T0642,2025-01-18,C157,Female,38.0,Electronics,Smartwatch,4,10923.66,43694.64,Net Banking,Bengaluru
T0643,2025-03-17,C486,Male,39.0,Groceries,Biscuits,2,810.93,1621.86,Cash,Mumbai
T0644,2025-05-07,C491,Female,25.0,Clothing,T-Shirt,4,4322.05,17288.2,Credit Card,Mumbai
T0645,2025-11-29,C269,Male,39.0,Beauty,Face Wash,2,3617.15,7234.3,Credit Card,Bengaluru
T0646,2025-08-16,C441,Female,27.0,Beauty,Moisturizer,1,2576.82,2576.82,UPI,Mumbai
T0647,2025-08-25,C319,Male,25.0,Home & Kitchen,Air Fryer,1,5994.69,5994.69,Net Banking,Chennai
T0648,2025-11-05,C462,Male,31.0,Groceries,Biscuits,2,882.89,1765.78,Cash,Mumbai
T0649,2025-04-09,C297,Female,18.0,Clothing,T-Shirt,2,3916.52,7833.04,Credit Card,Pune
T0650,2025-02-11,C424,Male,31.0,Clothing,T-Shirt,3,2498.72,7496.16,UPI,Hyderabad
T0651,2025-01-10,C496,Female,22.0,Groceries,Cooking Oil,2,424.01,848.02,Cash,Bengaluru
T0652,2025-04-11,C109,Male,19.0,Beauty,Face Wash,2,1108.26,2216.52,Net Banking,Bengaluru
T0653,2025-12-15,C355,Male,50.0,Home & Kitchen,Blender,1,7401.53,7401.53,Credit Card,Mumbai
T0654,2025-08-22,C101,Male,35.0,Clothing,Shoes,1,2149.61,2149.61,Credit Card,Hyderabad
T0655,2025-10-21,C250,Female,32.0,Home & Kitchen,Blender,3,888.26,2664.78,UPI,Chennai
T0656,2025-08-20,C347,Female,40.0,Electronics,Smartwatch,2,8382.36,16764.72,Debit Card,Chennai
T0657,2025-01-27,C295,Female,32.0,Clothing,Jacket,2,4887.93,9775.86,UPI,Delhi
T0658,2025-03-17,C411,Male,34.0,Clothing,T-Shirt,5,2847.72,14238.6,Cash,Mumbai
T0659,2025-02-06,C433,Male,24.0,Clothing,Jacket,2,3265.13,6530.26,Net Banking,Bengaluru
T0660,2025-10-27,C107,Male,39.0,Beauty,Moisturizer,3,3898.39,11695.17,Cash,Pune
T0661,2025-08-19,C478,Female,28.0,Beauty,Perfume,5,2043.88,10219.4,Credit Card,Delhi
T0662,2025-07-12,C192,Male,34.0,Home & Kitchen,Air Fryer,3,6593.53,19780.59,Net Banking,Delhi
T0663,2025-03-04,C247,Female,29.0,Groceries,Rice,2,688.26,1376.52,Credit Card,Hyderabad
T0664,2025-02-12,C392,Female,18.0,Groceries,Coffee,2,887.17,1774.34,Cash,Bengaluru
T0665,2025-08-26,C472,Female,29.0,Electronics,Smartphone,5,10976.31,54881.55,UPI,Mumbai
T0666,2025-02-26,C193,Male,44.0,Groceries,Cooking Oil,2,540.55,1081.1,UPI,Hyderabad
T0667,2025-08-25,C155,Female,26.0,Groceries,Biscuits,2,1116.6,2233.2,Cash,Mumbai
T0668,2025-07-17,C471,Male,41.0,Groceries,Coffee,1,1452.51,1452.51,Net Banking,Hyderabad
T0669,2025-02-11,C142,Male,35.0,Electronics,Smartphone,3,37649.44,112948.32,Cash,Hyderabad
T0670,2025-04-10,C119,Male,31.0,Electronics,Headphones,1,31397.07,31397.07,Net Banking,Bengaluru
T0671,2025-07-16,C258,Female,49.0,Groceries,Coffee,2,320.21,640.42,Cash,Pune
T0672,2025-05-26,C157,Male,52.0,Electronics,Smartwatch,2,44138.45,88276.9,Cash,Bengaluru
T0673,2025-09-09,C365,Male,23.0,Electronics,Laptop,2,26041.87,52083.74,Cash,Mumbai
T0674,2025-03-17,C248,Male,35.0,Groceries,Biscuits,2,565.74,1131.48,Net Banking,Hyderabad
T0675,2025-12-08,C246,Female,24.0,Groceries,Rice,1,338.53,338.53,Debit Card,Mumbai
T0676,2025-03-13,C410,Male,25.0,Clothing,Jacket,1,3630.64,3630.64,Credit Card,Mumbai
T0677,2025-09-12,C279,Male,18.0,Clothing,Shoes,4,1841.97,7367.88,Credit Card,Pune
T0678,2025-07-23,C294,Male,20.0,Beauty,Shampoo,4,3873.16,15492.64,Cash,Pune
T0679,2025-05-13,C208,Female,18.0,Beauty,Perfume,1,2065.88,2065.88,Credit Card,Delhi
T0680,2025-04-18,C222,Male,18.0,Beauty,Moisturizer,2,3161.59,6323.18,Cash,Delhi
T0681,2025-02-14,C414,Male,26.0,Electronics,Headphones,2,8403.87,16807.74,Credit Card,Mumbai
T0682,2025-08-02,C442,Female,40.0,Clothing,T-Shirt,2,1696.73,3393.46,Debit Card,Chennai
T0683,2025-05-18,C331,Female,18.0,Groceries,Cooking Oil,1,1326.32,1326.32,UPI,Mumbai
T0684,2025-07-24,C311,Male,29.0,Home & Kitchen,Mixer,3,783.53,2350.59,Cash,Chennai
T0685,2025-02-25,C208,Male,18.0,Home & Kitchen,Blender,3,4752.87,14258.61,Net Banking,Mumbai
T0686,2025-08-29,C455,Male,24.0,Groceries,Biscuits,2,339.67,679.34,UPI,Bengaluru
T0687,2025-04-17,C423,Male,18.0,Electronics,Smartphone,3,47844.76,143534.28,Cash,Bengaluru
T0688,2025-01-13,C397,Male,20.0,Beauty,Moisturizer,4,3436.8,13747.2,Net Banking,Pune
T0689,2025-01-05,C318,Male,34.0,Beauty,Face Wash,1,2002.85,2002.85,Net Banking,Bengaluru
T0690,2025-03-16,C337,Male,45.0,Clothing,Shoes,2,781.41,1562.82,Net Banking,Bengaluru
T0691,2025-07-18,C139,Male,18.0,Electronics,Headphones,1,32127.24,32127.24,Net Banking,Chennai
T0692,2025-05-10,C314,Female,30.0,Groceries,Biscuits,1,1181.75,1181.75,UPI,Mumbai
T0693,2025-05-13,C374,Female,45.0,Electronics,Smartphone,1,49952.23,49952.23,Net Banking,Pune
T0694,2025-05-03,C276,Female,29.0,Home & Kitchen,Blender,1,3695.78,3695.78,Credit Card,Hyderabad
T0695,2025-04-02,C281,Male,30.0,Home & Kitchen,Cookware,2,1905.84,3811.68,Net Banking,Mumbai
T0696,2025-05-08,C107,Female,40.0,Groceries,Biscuits,1,962.56,962.56,Net Banking,Chennai
T0697,2025-07-01,C225,Female,34.0,Groceries,Biscuits,2,1403.93,2807.86,Debit Card,Mumbai
T0698,2025-04-07,C458,Female,18.0,Home & Kitchen,Air Fryer,1,11216.6,11216.6,Debit Card,Chennai
T0699,2025-04-21,C438,Male,18.0,Electronics,Smartphone,1,12772.44,12772.44,UPI,Chennai
T0700,2025-02-12,C184,Male,19.0,Home & Kitchen,Blender,1,9377.0,9377.0,Debit Card,Bengaluru
T0701,2025-07-07,C330,Male,26.0,Clothing,Jeans,1,2847.92,2847.92,Credit Card,Bengaluru
T0702,2025-11-22,C277,Male,48.0,Beauty,Moisturizer,2,451.01,902.02,Credit Card,Pune
T0703,2025-09-18,C354,Male,38.0,Clothing,T-Shirt,1,814.02,814.02,Debit Card,Hyderabad
T0704,2025-07-27,C411,Male,40.0,Groceries,Biscuits,4,1344.98,5379.92,Net Banking,Bengaluru
T0705,2025-09-21,C197,Male,57.0,Home & Kitchen,Cookware,1,11295.57,11295.57,Net Banking,Chennai
T0706,2025-10-29,C131,Female,30.0,Groceries,Cooking Oil,3,809.91,2429.73,UPI,Pune
T0707,2025-12-31,C474,Male,41.0,Electronics,Headphones,3,53220.06,159660.18,UPI,Pune
T0708,2025-08-13,C173,Male,38.0,Beauty,Moisturizer,2,3314.08,6628.16,Debit Card,Pune
T0709,2025-02-11,C235,Female,37.0,Clothing,T-Shirt,2,4579.26,9158.52,Cash,Hyderabad
T0710,2025-05-09,C187,Female,43.0,Home & Kitchen,Cookware,1,8341.01,8341.01,Credit Card,Mumbai
T0711,2025-11-10,C182,Male,39.0,Electronics,Laptop,1,48398.47,48398.47,Credit Card,Mumbai
T0712,2025-03-06,C309,Male,18.0,Groceries,Cooking Oil,4,486.31,1945.24,UPI,Pune
T0713,2025-10-28,C433,Male,18.0,Beauty,Face Wash,3,868.38,2605.14,Credit Card,Chennai
T0714,2025-08-31,C307,Female,32.0,Beauty,Moisturizer,4,757.14,3028.56,UPI,Bengaluru
T0715,2025-03-16,C203,Male,21.0,Home & Kitchen,Mixer,2,5281.83,10563.66,Credit Card,Bengaluru
T0716,2025-01-26,C261,Male,40.0,Home & Kitchen,Blender,4,3702.25,14809.0,Credit Card,Hyderabad
T0717,2025-02-25,C135,Female,36.0,Beauty,Moisturizer,3,1346.03,4038.09,Cash,Hyderabad
T0718,2025-05-08,C407,Female,29.0,Electronics,Smartwatch,2,49370.08,98740.16,Debit Card,Pune
T0719,2025-10-27,C203,Male,43.0,Beauty,Face Wash,2,2773.07,5546.14,Net Banking,Delhi
T0720,2025-08-31,C173,Male,18.0,Clothing,T-Shirt,2,3307.86,6615.72,UPI,Pune
T0721,2025-01-02,C343,Male,29.0,Clothing,Shoes,3,1744.53,5233.59,Debit Card,Chennai
T0722,2025-09-27,C347,Female,27.0,Groceries,Coffee,2,975.5,1951.0,Debit Card,Pune
T0723,2025-04-10,C246,Male,31.0,Electronics,Laptop,3,21147.54,63442.62,UPI,Pune
T0724,2025-04-30,C270,Male,28.0,Groceries,Coffee,3,445.16,1335.48,Net Banking,Mumbai
T0725,2025-04-24,C162,Female,32.0,Clothing,Jeans,1,4087.55,4087.55,Net Banking,Bengaluru
T0726,2025-11-09,C296,Male,26.0,Clothing,Jeans,1,5008.22,5008.22,UPI,Mumbai
T0727,2025-02-14,C237,Female,30.0,Beauty,Face Wash,2,3956.26,7912.52,UPI,Delhi
T0728,2025-07-04,C353,Female,28.0,Home & Kitchen,Cookware,1,9533.54,9533.54,UPI,Bengaluru
T0729,2025-06-12,C411,Male,34.0,Clothing,Jeans,3,5483.56,16450.68,UPI,Bengaluru
T0730,2025-02-16,C230,Female,18.0,Groceries,Coffee,1,250.94,250.94,Credit Card,Pune
T0731,2025-06-11,C386,Male,31.0,Groceries,Coffee,5,592.34,2961.7,Debit Card,Pune
T0732,2025-07-17,C399,Female,23.0,Home & Kitchen,Cookware,2,10405.94,20811.88,Credit Card,Hyderabad
T0733,2025-03-26,C200,Female,47.0,Clothing,Shoes,2,2795.61,5591.22,Cash,Delhi
T0734,2025-09-12,C481,Female,18.0,Beauty,Shampoo,1,1908.77,1908.77,Credit Card,Hyderabad
T0735,2025-02-09,C126,Male,44.0,Electronics,Headphones,1,8448.19,8448.19,Debit Card,Bengaluru
T0736,2025-08-17,C197,Male,24.0,Clothing,T-Shirt,2,4449.37,8898.74,Credit Card,Mumbai
T0737,2025-09-26,C261,Male,40.0,Groceries,Coffee,2,446.79,893.58,UPI,Chennai
T0738,2025-07-24,C139,Male,34.0,Clothing,Jeans,1,5514.5,5514.5,Credit Card,Hyderabad
T0739,2025-05-26,C172,Female,37.0,Electronics,Laptop,4,8038.88,32155.52,Credit Card,Hyderabad
T0740,2025-09-19,C126,Male,25.0,Groceries,Coffee,4,556.28,2225.12,Cash,Chennai
T0741,2025-07-02,C351,Male,18.0,Home & Kitchen,Blender,4,5883.37,23533.48,Cash,Bengaluru
T0742,2025-10-18,C330,Male,28.0,Electronics,Smartphone,5,56495.31,282476.55,Credit Card,Chennai
T0743,2025-05-09,C191,Female,34.0,Electronics,Headphones,1,45313.19,45313.19,Net Banking,Bengaluru
T0744,2025-07-27,C124,Male,19.0,Beauty,Face Wash,2,293.75,587.5,Cash,Chennai
T0745,2025-10-26,C308,Female,33.0,Clothing,Jeans,1,1637.39,1637.39,UPI,Chennai
T0746,2025-08-20,C382,Male,40.0,Clothing,Shoes,1,4241.38,4241.38,Debit Card,Bengaluru
T0747,2025-03-28,C249,Male,31.0,Electronics,Smartwatch,1,27173.71,27173.71,UPI,Pune
T0748,2025-02-13,C456,Female,25.0,Home & Kitchen,Cookware,1,6578.62,6578.62,Net Banking,Hyderabad
T0749,2025-10-29,C314,Male,18.0,Home & Kitchen,Air Fryer,3,3153.27,9459.81,Net Banking,Hyderabad
T0750,2025-08-04,C261,Male,23.0,Groceries,Biscuits,1,885.77,885.77,Net Banking,Chennai
T0751,2025-01-21,C158,Male,30.0,Beauty,Moisturizer,5,2730.6,13653.0,Cash,Pune
T0752,2025-05-28,C125,Female,27.0,Groceries,Rice,3,1241.77,3725.31,UPI,Bengaluru
T0753,2025-02-17,C413,Male,31.0,Electronics,Smartphone,4,19077.84,76311.36,Debit Card,Mumbai
T0754,2025-06-24,C487,Female,43.0,Groceries,Coffee,2,439.54,879.08,Net Banking,Mumbai
T0755,2025-01-16,C472,Female,36.0,Groceries,Cooking Oil,2,1030.36,2060.72,Net Banking,Pune
T0756,2025-09-11,C316,Female,34.0,Clothing,Jacket,5,5546.5,27732.5,Cash,Hyderabad
T0757,2025-10-19,C419,Male,32.0,Clothing,Jacket,2,4839.03,9678.06,UPI,Bengaluru
